id,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,key,duration_ms,peak,chart_time
1mDGDb2fUmUMdqV3tb8VKQ,0.67,0.585,0.107,0.00000111,0.131,-4.861,0.0354,0.447,110.03,4,6,214802,30,1
6DB2KOEwHnjkgEnBt5SdeJ,0.727,0.431,0.0111,0.0166,0.506,-12.007,0.395,0.223,150.005,4,2,257987,33,4
56lBX2WHqfGuoeZxZvUnVj,0.601,0.834,0.00502,0.15,0.121,-3.78,0.0455,0.249,167.879,4,0,187761,33,3
6jA8HL9i4QGzsj6fjoxp8Y,0.611,0.644,0.124,0,0.124,-7.607,0.0553,0.13,105.969,4,6,221904,32,13
3FDrI0FLKzrYQiWxPhqV2W,0.754,0.762,0.45,0.0000667,0.224,-4.486,0.0849,0.673,92.002,4,6,272667,39,4
6CUBgX8bXC5YQCkdgRHqyg,0.745,0.595,0.00483,0.0000113,0.125,-6.35,0.0486,0.169,110.966,3,8,212027,39,4
2XaInsPPUkZRkY4uFJ3AHK,0.817,0.587,0.052,0.00165,0.185,-6.502,0.108,0.352,140.062,4,2,209143,54,12
6VRghJeP6I0w1KxkdWFfIh,0.77,0.787,0.0482,0,0.108,-4.402,0.113,0.699,125.013,4,10,203782,47,3
5GG3knKdxKWrNboRijxeKF,0.646,0.756,0.393,0.0000323,0.202,-9.017,0.487,0.596,193.881,4,9,169267,65,14
2rUwQj4SWaP2anuGDtNpYR,0.932,0.702,0.00304,0.0000187,0.267,-3.459,0.0903,0.53,143.001,4,7,167853,68,2
0OVhQZkNe7lh0fQeH96EFW,0.88,0.495,0.0148,0.00000147,0.121,-3.476,0.0681,0.47,124.055,4,1,209040,70,1
3VRk65lHSwqd90TAkQqhvB,0.835,0.719,0.0182,0.000019,0.127,-5.167,0.0559,0.532,119.946,4,5,242174,72,2
6dxU7Xf9j2yNI7aCcT8W1g,0.526,0.485,0.187,0,0.171,-10.355,0.452,0.288,157.683,4,5,246040,82,1
4izg6Hydc6XGErWW6nbdsV,0.673,0.671,0.0476,0,0.107,-4.998,0.0302,0.523,134.942,4,1,201601,92,3
4IdAIZRVkwuQQnHpi529cn,0.652,0.663,0.205,0,0.105,-7.78,0.326,0.377,114.133,4,11,134747,96,1
4C5ewaZ05vyXM23jFJdwd4,0.69,0.784,0.01,0.0000408,0.22,-4.724,0.056,0.284,109.969,4,11,221206,97,1
4gHDOASpAaGG9eitQZP1bQ,0.444,0.821,0.0186,0.00000309,0.182,-5.91,0.0416,0.452,151.948,4,10,224293,106,1
4B2OmQGLBVB51aYNgUvXeM,0.919,0.446,0.0144,0.00000212,0.123,-4.007,0.161,0.293,127.955,4,8,180013,130,1
7mz8bgoIWwAjUBXeWUHphh,0.761,0.669,0.132,0,0.0626,-4.777,0.133,0.614,155.968,4,7,197933,138,1
3tuyK9qfen7lPMji9Saw3d,0.917,0.392,0.16,0.000156,0.104,-5.108,0.315,0.544,131.514,4,10,160907,143,1
5xGH4fqJwvMynXn3dcmbpr,0.788,0.485,0.421,0,0.346,-8.096,0.272,0.689,124.933,4,11,176653,144,1
6OuV4vfyb8v3vGGGksqyKf,0.672,0.642,0.127,0,0.137,-4.552,0.0461,0.656,123.984,4,5,202194,147,2
7DQXiMeLqiQsy1uqHSk0xc,0.562,0.569,0.0906,0,0.0846,-4.798,0.0459,0.261,132.797,4,9,209924,121,3
4nBhjVklA3Mtnyzshg4KmD,0.454,0.212,0.939,0.00000153,0.11,-12.769,0.101,0.416,116.004,4,5,198147,154,1
542Xd5qDeLBvgXZXhfW7LE,0.741,0.559,0.00728,0.000971,0.21,-7.775,0.03,0.466,101.999,4,10,221983,156,1
6ZCsp2zQsSTCilvGVefGVN,0.487,0.672,0.043,0,0.618,-6.534,0.445,0.235,79.185,4,7,182560,157,1
1p5B1jJk75RAblZCTnzUTU,0.803,0.488,0.0313,0.000285,0.112,-7.564,0.18,0.553,72.913,4,7,210400,140,2
2hfuZh5FuIOFMoUPU01fjv,0.713,0.599,0.00261,0,0.168,-5.364,0.0386,0.212,143.064,4,0,168320,173,1
52LjL3x9tNh6C4eI6SMceX,0.47,0.564,0.0236,0.00000389,0.103,-9.241,0.216,0.408,122.111,4,1,145120,176,1
4XF1D03U8LuaLzlCMugIE5,0.859,0.433,0.195,0,0.0906,-11.346,0.0663,0.707,141.981,4,6,108251,159,2
1oQQ5pf4hft7C3s75B8fXb,0.538,0.507,0.554,0.00000105,0.247,-10.186,0.178,0.272,145.969,4,7,217200,185,1
1E2ePlJmijVSX0o1G9TFgR,0.795,0.594,0.111,0,0.162,-6.2,0.0747,0.409,135.002,4,0,275080,164,3
4wdZdkEugVVorAfzqRqC6N,0.672,0.684,0.604,0,0.081,-5.468,0.158,0.428,180.008,4,4,229053,65,18
49EgauTc1cGkHwPGCaHh1f,0.734,0.549,0.268,0,0.272,-7.387,0.142,0.559,135.028,4,9,242431,195,1
5HtziFfFGxXpugCqZaAHoY,0.704,0.558,0.379,0.000111,0.407,-6.042,0.287,0.414,163.964,4,1,260009,196,1
4KVVCo25PROevpOdHyvYRk,0.623,0.416,0.648,0.0000131,0.213,-8.006,0.235,0.479,121.504,4,0,207520,198,1
7i2DJ88J7jQ8K7zqFX2fW8,0.658,0.588,0.105,0.00000128,0.125,-4.902,0.0367,0.434,110.075,4,6,214802,12,19
3Ytr1SUCUi6J3L9dRFx5iH,0.738,0.814,0.132,0.00000964,0.126,-4.414,0.0999,0.483,119.041,4,7,225850,36,12
7LEydI5NfjY6mZfKwYIptZ,0.53,0.512,0.0162,0.0000704,0.128,-7.094,0.133,0.401,196.121,4,8,164985,50,10
4r4PJQBHAE0bIKCjunhTgd,0.801,0.502,0.141,0,0.153,-7.169,0.408,0.215,75.019,4,1,255557,55,1
3pC1ILr9KzmQLMe8Kn5QBG,0.461,0.812,0.0184,0.000375,0.21,-5.776,0.241,0.72,159.869,4,10,193902,29,2
11EDhDAVDtGPoSar6ootYA,0.695,0.788,0.0124,0.000022,0.205,-4.79,0.0592,0.278,109.985,4,11,221206,67,2
7y9iMe8SOB6z3NoHE2OfXl,0.675,0.736,0.06,0,0.0879,-3.604,0.0302,0.607,118.369,4,0,181279,25,13
4c2W3VKsOFoIg2SFaO6DY5,0.855,0.624,0.158,0,0.0513,-4.093,0.0488,0.962,117.959,4,1,180757,80,13
3GgT5Au03iV45iGfTpzdhu,0.515,0.565,0.0287,0,0.0761,-7.337,0.182,0.304,164.062,4,1,206343,105,1
4q8PHoRsPUB52LFylX8Ulz,0.645,0.741,0.0323,0,0.29,-4.989,0.0339,0.534,123.07,4,5,203000,64,7
0ZExP2I5Ej92PsnG4G1jVG,0.764,0.672,0.136,0.0000484,0.0764,-4.924,0.184,0.528,137.948,4,4,177840,115,4
508hbpTQ7wclT2JDpKBUSV,0.618,0.565,0.00255,0.0000363,0.128,-5.313,0.0543,0.522,104.412,4,1,221874,119,1
6Pw3Gvw4wNMZfTYZa6IQal,0.466,0.659,0.00282,0,0.273,-6.077,0.115,0.36,186.169,4,2,187787,135,5
1wjzFQodRWrPcQ0AnYnvQ9,0.752,0.505,0.535,0.00000255,0.104,-7.621,0.253,0.419,91.97,4,9,197437,30,21
2Te14aSrBgFj1CE2sBBVMX,0.406,0.719,0.0204,0.00000138,0.633,-3.381,0.0779,0.513,200.103,4,2,205660,164,1
7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,0.00898,0,0.172,-4.603,0.0275,0.687,125.976,4,10,188253,50,21
045SnNDjOfOLKM5OxARH4g,0.553,0.747,0.0244,0,0.363,-5.905,0.0292,0.711,73.033,4,9,206573,103,8
44n97yHySt0Z9rqPaXgjCK,0.553,0.258,0.914,0,0.117,-9.208,0.0341,0.334,73.832,4,5,220541,198,1
3A7qX2QjDlPnazUsRk5y0M,0.548,0.65,0.219,0,0.225,-5.827,0.0591,0.557,144.937,4,8,194897,8,13
02hNDxtMMTpq72rdp1lm6v,0.789,0.501,0.124,0,0.169,-7.167,0.461,0.225,75.031,4,6,255560,53,1
593W4qZOwwdqF6YnimJjL6,0.692,0.713,0.343,0,0.102,-4.489,0.351,0.615,137.36,4,10,266080,96,1
41jDpQ9b2VnVdsYEy2nC7z,0.816,0.508,0.0289,0.000516,0.112,-7.471,0.143,0.507,72.99,4,11,210200,111,1
1u8c2t2Cy7UBoG4ArRcF5g,0.752,0.708,0.0824,0,0.088,-5.462,0.0525,0.546,96.033,4,5,231827,120,1
0cqRj7pUJDkTCEsJkx8snD,0.649,0.795,0.059,0,0.132,-5.337,0.163,0.915,160.061,4,7,219200,126,1
6gU9OKjOE7ghfEd55oRO57,0.487,0.366,0.241,0,0.126,-9.405,0.0531,0.161,68.191,5,8,272187,92,16
0VhgEqMTNZwYL1ARDLLNCX,0.696,0.543,0.308,0,0.0939,-6.164,0.0489,0.479,107.969,4,11,246880,138,4
4A4A6dwl5DqdqrZaEtKGPR,0.555,0.683,0.0625,0.0028,0.103,-7.275,0.0935,0.5,140.024,4,8,220440,149,1
5wTVNpi5WDByxBgKgUE6MU,0.612,0.442,0.651,0,0.26,-8.874,0.289,0.253,119.235,5,6,181120,151,1
2fXwCWkh6YG5zU1IyvQrbs,0.684,0.683,0.13,0,0.156,-7.366,0.177,0.406,112.856,4,6,231253,152,1
2NlmmAjGYrrjAp0MED5rGx,0.656,0.797,0.0941,0.00000594,0.164,-6.112,0.172,0.285,170.099,4,7,211933,165,1
0ug5NqcwcFR2xrfTkc7k8e,0.592,0.801,0.00264,0.00126,0.117,-5.522,0.0372,0.502,95.032,4,7,231000,171,1
2cnKEkpVUSV4wnjQiTWfH6,0.747,0.864,0.0245,0.0000446,0.0853,-3.181,0.0599,0.754,92.028,4,8,232787,115,15
06u5LrUpbosQlQ1QJFhPpG,0.578,0.523,0.493,0,0.147,-5.538,0.0429,0.29,134.931,4,0,231400,184,1
2RwmsAOxtiRezQPmvyejb8,0.782,0.559,0.00746,0.0000174,0.232,-7.545,0.258,0.076,156.018,4,1,211960,80,19
5SFTZsHW3HdCp9f1zbzitS,0.708,0.235,0.772,0.00238,0.103,-16.156,0.318,0.169,139.998,4,11,120059,195,1
1jYiIOC5d6soxkJP81fxq2,0.599,0.667,0.0533,0,0.134,-4.267,0.0367,0.817,80.984,4,7,288877,4,1
1OAh8uOEOvTDqkKFsKksCi,0.671,0.672,0.0329,0,0.118,-3.094,0.0688,0.632,97.98,4,0,204173,2,19
6BaCraQ9xeLYg4Sb9TBT2X,0.893,0.745,0.0642,0,0.0943,-3.105,0.0571,0.872,101.018,4,11,223413,19,1
1nX9KhK3Fff27SnrIor2Yb,0.796,0.513,0.122,0,0.15,-7.14,0.452,0.235,75.018,4,6,255560,22,19
12o6dxWGk29uIAP3OWY0pM,0.762,0.437,0.252,0.00000286,0.0901,-5.581,0.0568,0.217,106.965,4,10,189796,62,4
0dyiHoYbYjYaOEXLpmzQZG,0.587,0.442,0.225,0.0000272,0.0801,-10.395,0.0506,0.158,124.881,4,0,277506,72,1
7ARveOiD31w2Nq0n5FsSf8,0.62,0.576,0.00257,0.0000203,0.129,-5.275,0.0581,0.512,104.324,4,1,221874,73,1
2mNbgyi0gori4b1rFSPgIb,0.795,0.488,0.2,0.00364,0.133,-10.349,0.192,0.528,107.734,4,6,197236,75,1
25oOaleife6E2MIKmFkPvg,0.842,0.597,0.00252,0,0.124,-6.336,0.0627,0.298,145.992,4,2,215307,55,19
5q4BpnMrYEFzLO0dYODj6J,0.646,0.376,0.285,0.00951,0.0899,-10.054,0.0478,0.142,123.172,4,0,271088,84,1
2of5xn0GU0TdFneR1saRLH,0.461,0.812,0.0184,0.000375,0.21,-5.776,0.241,0.72,159.869,4,10,193902,58,2
1Qxj5nxpN2zXWYngetSiRi,0.917,0.63,0.166,0.0000013,0.26,-5.13,0.351,0.367,139.893,4,0,250947,95,1
1Dp7JGFNjvg8Nk0CtMCcnr,0.47,0.45,0.03,0.00928,0.0781,-10.963,0.201,0.175,149.999,4,1,367391,99,1
2YK01AIIWuywG24gsbuizE,0.522,0.726,0.195,0,0.493,-4.46,0.154,0.491,123.017,4,10,284133,95,3
193Dm5SqYy3hTSbuzxbwKc,0.316,0.288,0.718,0,0.293,-8.022,0.0424,0.27,73.744,4,7,216611,115,1
54ucfuN596MU25jQD3KjCL,0.528,0.327,0.168,0.00000998,0.0679,-11.852,0.0394,0.141,112.932,4,11,178639,122,1
4gqMQftUs22F8pOGVn5Acr,0.603,0.55,0.116,0,0.106,-4.862,0.0397,0.265,132.858,4,9,209933,129,4
5tkDCf3xKRZjT5RbCb3sZB,0.63,0.826,0.013,0,0.106,-4.238,0.272,0.171,133.941,4,3,188069,137,1
21PYvZScoUng2OZNj21VTh,0.794,0.688,0.136,0,0.34,-5.068,0.189,0.326,145.981,4,1,186253,140,1
6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,0.0417,0.000113,0.0717,-5.115,0.0504,0.754,79.028,4,1,163253,17,19
67gmXPQZL1ISSh13OJJ1Pu,0.803,0.579,0.0692,0,0.54,-5.395,0.222,0.0905,129.995,4,7,308733,154,1
64wR8Jdm7ikY3IbJOt5F9Z,0.785,0.548,0.392,0,0.0927,-6.764,0.147,0.11,119.973,4,4,231987,169,1
7qs2GAglLWfxEfmO8u2u0A,0.867,0.487,0.101,0,0.148,-5.872,0.0777,0.789,101.959,4,5,191240,159,4
6lFDB0BFDRV58qaQDX85jV,0.559,0.266,0.874,0,0.107,-12.086,0.0659,0.279,77.87,4,9,136020,181,1
15EPc80XuFrb2LmOzGjuRg,0.728,0.607,0.133,0,0.0864,-8.417,0.132,0.445,129.938,4,1,176702,121,15
6Na5uKk5SsqZimk0hAWo8y,0.79,0.734,0.0853,0.00409,0.112,-4.66,0.0524,0.223,107.369,4,0,234373,8,1
5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,0.0642,0,0.0943,-3.105,0.0571,0.872,101.018,4,11,223413,9,18
6LOCAhFzZiavHcLJucLuDy,0.652,0.827,0.015,0,0.432,-3.98,0.0445,0.659,100.011,4,7,229147,38,1
6kig1UFggPUyZBCvXD3Wod,0.914,0.507,0.0855,0.0254,0.0797,-10.784,0.164,0.199,123.956,4,2,261733,39,18
2MX30RliaxJDgmQ3C3rrJX,0.745,0.605,0.00474,0.00000928,0.136,-6.333,0.0492,0.164,110.979,3,8,212027,70,1
6jmngk8Fwup05JZ6kgXEGX,0.539,0.768,0.0168,0.00000143,0.0939,-5.344,0.0336,0.12,99.961,4,4,232907,100,1
7Fa5UNizycSms5jP3SQD3F,0.768,0.807,0.053,0.00000299,0.214,-5.508,0.106,0.575,112.001,4,2,284000,101,1
0iTCmKvuU1ReULiQB0rI7n,0.764,0.646,0.158,0.00000137,0.0889,-5.375,0.0711,0.612,130.927,4,8,221052,108,6
15dnkAHcHC0vrIUlbiPiqU,0.475,0.657,0.0058,0.00000881,0.181,-7.381,0.0708,0.0707,132.071,4,2,190120,111,1
6eL1ncVDtQHgSm3E288TS7,0.894,0.55,0.472,0.0000189,0.311,-5.905,0.316,0.713,99.997,4,3,198133,121,1
7lxZbmtC6SkUc2yXBgDOdO,0.542,0.755,0.0232,0,0.225,-3.68,0.0614,0.267,168.22,4,1,233293,122,1
4J2RaG4UH2HCThcqzDpeAF,0.698,0.929,0.00601,0.0000622,0.128,-5.046,0.0862,0.74,98.026,3,4,186080,132,1
1wC93sZRGcTgKLN2UWRSwW,0.621,0.574,0.00289,0.0000304,0.128,-5.325,0.0555,0.537,104.344,4,1,221874,139,1
2ClE3QfsNx9p0zjPKxmUYq,0.854,0.609,0.022,0,0.134,-6.363,0.254,0.323,140.04,4,11,275533,148,1
54h8xHewdRPnYzmbEHBhOO,0.512,0.685,0.00994,0.0219,0.38,-7.475,0.0838,0.163,177.031,3,7,262600,151,1
7vAXN57IQ0sj049wZGIboE,0.33,0.719,0.0117,0.000297,0.0958,-6.557,0.0588,0.0886,93.798,4,3,231720,160,1
6DxqrwlrHERRkUw9yXIGjd,0.381,0.894,0.0209,0,0.214,-4.192,0.331,0.503,103.016,4,0,290413,164,1
35tWhD29yvWwB0IDRr6zsL,0.738,0.481,0.0182,0,0.389,-8.812,0.0869,0.248,118.06,4,1,188947,171,1
3sJHkcxojoJD2Ytbo1yLLF,0.649,0.762,0.0852,0.00383,0.118,-5.153,0.0447,0.48,107.034,4,11,213693,122,7
3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,0.0293,0.0101,0.104,-5.043,0.123,0.733,97.985,4,6,233902,1,17
5eqK0tbzUPo2SoeZsov04s,0.884,0.346,0.0151,0.00000704,0.0871,-8.228,0.351,0.376,75.016,4,8,220307,1,9
5EnYT6F7wEcdege6mDHEfO,0.801,0.727,0.0864,0.00406,0.112,-4.687,0.0606,0.218,107.371,4,0,234373,14,14
79NlESqzFSW0hdBWgls4FX,0.565,0.381,0.48,0,0.109,-7.204,0.0302,0.325,73.483,4,10,230269,26,4
2rb5MvYT7ZIxbKW5hfcHx8,0.543,0.677,0.0148,0.00000621,0.13,-4.915,0.0993,0.294,103.809,4,11,189440,8,17
0G149jkGWKwrPXUGkEDgWM,0.839,0.437,0.0438,0.00000275,0.131,-11.344,0.285,0.464,82.008,4,5,271307,42,9
1CKd1PnqfYx0H12V9MSaIY,0.716,0.917,0.0215,0.00000791,0.0515,-3.674,0.0527,0.501,107.969,4,1,204583,51,9
19HA9J80qZfIkAnp2g8N2S,0.779,0.597,0.723,0.0000447,0.0508,-9.652,0.434,0.646,173.986,4,9,234280,58,2
0NiXXAI876aGImAd6rTj8w,0.746,0.793,0.11,0,0.0528,-4.209,0.0412,0.557,104.027,4,11,181615,66,9
2MnJoNVtf0pw7HUn3I1Tih,0.856,0.54,0.000985,0.0000155,0.0854,-9.729,0.373,0.387,158.05,4,6,162253,74,2
28mrq1UKIVItTbPqyub52b,0.921,0.472,0.164,0.432,0.156,-7.88,0.43,0.198,139.996,4,10,292267,80,1
6gHWMJzCYkbDcsqKHoycJw,0.701,0.624,0.219,0,0.107,-11.115,0.306,0.383,93.024,4,10,239160,85,2
6sBB5CBuzKJhDooro1IraE,0.852,0.459,0.00781,0.119,0.133,-9.658,0.391,0.157,163.021,4,9,169093,95,1
1GFvYZ72Ca67UG9Kdjjk3C,0.8,0.467,0.159,0,0.653,-9.974,0.45,0.307,132.054,4,0,263427,97,1
1a0wEEHipnBR7WOHFA6ucQ,0.706,0.485,0.337,0,0.122,-9.671,0.331,0.144,115.414,4,8,205093,105,2
3LRddJIw2ymm1CHIO9xlkC,0.466,0.666,0.000199,0.0195,0.0803,-6.77,0.169,0.337,113.935,5,1,196117,109,2
25C5CowdsfXld2jJanbiex,0.701,0.638,0.0252,0,0.256,-6.889,0.238,0.868,144.084,4,11,203760,9,10
1pGAvZo2axYXAXYiSeYEqY,0.48,0.61,0.0456,0,0.313,-7.042,0.305,0.297,90.034,4,0,255653,121,2
6DLSa36zH0cSTO7bWCCxx0,0.743,0.467,0.145,0.00000115,0.0891,-10.354,0.401,0.19,150.004,4,0,219360,135,1
2pmYug1wWd0WoK5tpbsbKL,0.835,0.521,0.297,0.000458,0.115,-11.666,0.343,0.211,158.923,4,5,147427,144,1
1tlBuoIRrtqFs9bE9dmli5,0.831,0.573,0.188,0.000883,0.109,-6.408,0.221,0.229,100.015,4,4,246173,145,2
0zcmVx57BsnlYaPu7k2e2e,0.916,0.537,0.188,0.00286,0.115,-9.79,0.245,0.223,123.02,4,6,313987,149,1
6kl1qtQXQsFiIWRBK24Cfp,0.848,0.663,0.523,0,0.108,-5.606,0.245,0.333,133.993,4,8,255413,135,6
06RzVT7uWMYv2fPTyiOy1m,0.821,0.276,0.0392,0.0233,0.11,-10.556,0.123,0.0569,144.896,4,1,213427,157,1
1U3XdjHLA6TgpVEGTikNcp,0.844,0.454,0.0723,0.787,0.126,-9.028,0.259,0.274,155.029,4,1,431587,159,1
6c7D34787LOtPm8tzhsLgH,0.91,0.444,0.022,0,0.137,-8.126,0.344,0.53,149.953,4,1,276333,21,14
56kXYt4KRoUq3rzkPdjquB,0.79,0.479,0.017,0,0.0969,-5.999,0.0635,0.223,123.005,4,7,160000,132,9
22eADXu8DfOAUEDw4vU8qy,0.708,0.693,0.246,0,0.129,-5.516,0.138,0.427,143.965,4,6,271080,170,3
74ODGXs4byLTRdnKGM4s6E,0.754,0.458,0.105,0,0.249,-6.852,0.144,0.495,96.011,4,8,203650,117,9
7rErmb9ztCh29H8nWmavQz,0.891,0.321,0.147,0.0000189,0.117,-12.813,0.426,0.331,136.005,4,1,217867,186,1
0w3Q14i073jLoew1hgJkwD,0.594,0.824,0.0617,0,0.0861,-4.252,0.0458,0.671,116.005,4,9,205200,117,17
1eVRnmGhDPATPxz6kqWuCP,0.763,0.673,0.127,0.0000486,0.0751,-4.906,0.201,0.554,137.937,4,4,177840,193,1
6p5GuyEqQH5pv02ouEyogQ,0.652,0.719,0.0353,0,0.108,-7.251,0.033,0.24,94.969,4,1,197640,162,3
7wwifjNAb172PtDpKK3CoR,0.472,0.457,0.13,0,0.0975,-7.23,0.336,0.643,165.969,4,6,234215,192,3
4JAyIDXOqNM6qHuZML01uX,0.699,0.614,0.0152,0.00000522,0.0734,-4.57,0.0521,0.275,122.99,4,2,186175,7,1
3RXkboS74UYzN14xTqzPyY,0.543,0.661,0.214,0,0.241,-5.855,0.0538,0.556,144.967,4,8,194978,17,1
3eFJqPe8VUYrABbFjSauuj,0.948,0.405,0.191,0,0.0804,-6.516,0.0795,0.728,121.021,4,1,214700,30,1
1vVNlXi8gf8tZ7OhnEs4VE,0.516,0.792,0.0235,0,0.404,-5.38,0.216,0.524,121.189,5,1,226790,56,2
3bVbQvGVIe4n24AzyXovXh,0.644,0.531,0.105,0,0.0838,-6.591,0.0673,0.524,100.028,4,0,220839,60,1
2ekn2ttSfGqwhhate0LSR0,0.756,0.682,0.00274,0.00000885,0.147,-6.577,0.0753,0.589,116.008,4,9,209333,20,16
5JwLhFNrXw49pn3HQqu02G,0.761,0.576,0.018,0.00000754,0.191,-8.691,0.145,0.13,134.981,4,1,260672,90,1
5wIeuNURiubue1VTcglU57,0.743,0.765,0.0438,0.0416,0.667,-3.586,0.0389,0.338,114.991,4,5,196360,114,1
7aF09WaavZAmAWuUeYxlYD,0.593,0.868,0.183,0,0.365,-3.573,0.295,0.496,104.988,4,1,201257,64,10
6uJwPeBGb3swi85TSr9iIz,0.626,0.822,0.0164,0.000296,0.139,-5.501,0.0434,0.374,97.003,4,6,276907,143,1
0rlFL6bxIWcCn9gk9GExFA,0.482,0.477,0.0201,0,0.251,-8.444,0.0503,0.379,117.85,5,10,182834,157,1
1JupdHkhDzE4XtrFFe9w6o,0.655,0.785,0.279,0,0.116,-4.022,0.0697,0.933,171.969,4,8,178840,158,4
7EAFj7eJcMF5koWSRJVZcL,0.681,0.851,0.0271,0,0.197,-5.137,0.0522,0.745,131.947,4,11,184040,186,1
6De0lHrwBfPfrhorm9q1Xl,0.744,0.804,0.0231,0,0.0494,-6.327,0.0677,0.426,104.823,4,1,205715,164,7
0XLOf9LhyazPX9Ld8jPiUq,0.708,0.61,0.0204,0.00000445,0.0641,-4.522,0.0574,0.305,123.038,4,2,186113,15,13
7F9vK8hNFMml4GtHsaXui6,0.683,0.53,0.207,0,0.394,-4.918,0.142,0.645,75.016,4,5,190428,28,12
60a0Rd6pjrkxjPbaKzXjfq,0.553,0.9,0.0113,0,0.322,-4.556,0.0584,0.398,105.213,4,3,219000,46,2
21yRtB6B8EMounImAfHRCP,0.706,0.485,0.337,0,0.122,-9.671,0.331,0.144,115.414,4,8,205093,47,5
2nLtzopw4rPReszdYBJU6h,0.496,0.863,0.0046,0,0.639,-4.153,0.0381,0.243,110.018,4,9,185587,53,2
7KA4W4McWYRpgf0fWsJZWB,0.558,0.559,0.371,0.00000749,0.109,-9.222,0.0959,0.62,78.558,4,6,180387,55,4
4bEcoz1OcfMgUbp2ft8ieQ,0.48,0.61,0.0456,0,0.313,-7.042,0.305,0.297,90.034,4,0,255653,61,3
3HVr6jTVwBHBa2flM0eURR,0.731,0.794,0.0323,0.0000259,0.112,-5.126,0.0522,0.356,139.994,4,0,220454,31,7
5QqyRUZeBE04yJxsD1OC0I,0.76,0.561,0.0185,0.0000194,0.199,-8.697,0.134,0.121,134.983,4,1,260672,66,2
5WNYg3usc6H8N3MBEp4zVk,0.559,0.578,0.79,0.000522,0.324,-9.54,0.151,0.239,79.938,4,8,320720,76,2
430qNtapCS3Ue1yoSql1oV,0.549,0.725,0.0539,0.0000352,0.148,-7.239,0.397,0.547,108.822,4,1,206267,87,1
6KuXb26rHuRy3ZDse1VRmx,0.686,0.429,0.71,0.00000341,0.166,-10.402,0.15,0.27,130.09,4,8,194933,88,1
4kfm1uI9QGaoN9qm6CkAMn,0.623,0.93,0.0141,0.00000164,0.138,-5.285,0.0324,0.287,120.119,4,5,205613,93,1
2771LMNxwf62FTAdpJMQfM,0.929,0.723,0.0672,0,0.346,-5.792,0.109,0.458,125.022,4,11,223962,3,15
4L7Y2OAPiY2I2GndZjAs5K,0.456,0.672,0.572,0.00156,0.364,-8.62,0.069,0.271,99.998,4,0,264066,98,1
33i3xxHB4YSYGYbtJrwwO8,0.734,0.671,0.118,0.00317,0.352,-7.107,0.0315,0.113,94.025,4,1,194080,102,1
5SxlUF7J8tyFIEF22EomeP,0.543,0.572,0.51,0.00000723,0.28,-8.974,0.338,0.569,89.386,4,11,237000,107,1
6ACiYjq5Q7e6BlhZEHz7cd,0.423,0.456,0.381,0.016,0.12,-8.45,0.0579,0.148,112.984,4,2,223947,110,1
3JWh19WsndEFg0UFRFeTiU,0.626,0.545,0.082,0.0000608,0.523,-8.438,0.348,0.266,163.17,4,5,265373,115,1
6eGMMPRVYzpssGgednRvzU,0.355,0.541,0.0457,0.00516,0.316,-9.667,0.0608,0.337,123.524,3,8,180902,119,1
39u2PsqrAZpZ0KPx6CjasV,0.401,0.532,0.103,0,0.478,-11.554,0.508,0.413,84.777,4,5,60000,121,1
03hqMhmCZiNKMSPmVabPLP,0.333,0.595,0.118,0.0000045,0.102,-7.31,0.0411,0.19,176.239,4,9,264038,122,1
4mq14Qa6OehdiyZFtHcdCH,0.415,0.402,0.556,0.0677,0.198,-9.063,0.0354,0.237,144.033,4,7,295569,127,1
4KgTrzmfiWNcVneh2Dd1Ou,0.552,0.415,0.959,0.000239,0.164,-11.996,0.0451,0.36,72.862,4,3,36160,129,1
4xyNG8vZR3g8FnphVkbjRo,0.325,0.377,0.492,0.00314,0.111,-10.911,0.0345,0.278,98.87,4,10,272743,130,1
3K4HG9evC7dg3N0R9cYqk4,0.492,0.969,0.0014,0.00000132,0.0787,-4.419,0.0491,0.538,95.136,4,9,157333,133,1
3xXBsjrbG1xQIm1xv1cKOt,0.593,0.2,0.904,0,0.0897,-11.063,0.0311,0.17,83.966,4,8,255067,134,1
5sNESr6pQfIhL3krM8CtZn,0.687,0.793,0.0603,0,0.582,-4.254,0.166,0.751,107.045,4,2,205733,136,1
7sLDnUauivS2vN6Z9EfUJT,0.63,0.628,0.0515,0,0.091,-4.016,0.327,0.266,121.307,5,2,282667,140,2
4XDpeWqPADoWRKcUY3dC84,0.547,0.759,0.354,0.0000215,0.676,-7.039,0.413,0.575,91.85,4,1,225347,142,1
6yMxfx9wpiuhhdb8vHDVMu,0.519,0.57,0.0254,0,0.0821,-7.366,0.202,0.317,164.155,4,1,205373,144,2
2IjgKCbrk8CtqmsOC5DhVd,0.861,0.715,0.00227,0,0.144,-4.393,0.301,0.535,148.971,4,11,257867,146,1
0qtK3XwbuG153dmwB8iepL,0.449,0.434,0.306,0.00000276,0.633,-11.777,0.243,0.371,78.57,5,1,224893,148,1
